timestamp,device,rodada,id,tempInterna,tempExterna,umidade,luz,criticidade,distancia,tempoForaDaFaixa,situacao
2026-08-24 18:00:16+00:00,ESP32Noris001Vaccine,1,16,5.25,24.7,77.3,64,43,15.3,0,TRANSPORTE_OK
2026-08-24 18:00:17+00:00,ESP32Noris001Vaccine,1,17,5.25,25.0,73.0,64,41,14.8,0,TRANSPORTE_OK
2026-08-24 18:00:18+00:00,ESP32Noris001Vaccine,1,18,5.75,25.1,74.7,67,41,15.3,0,TRANSPORTE_OK
2026-08-24 18:00:19+00:00,ESP32Noris001Vaccine,1,19,5.75,24.9,72.7,82,42,16.8,0,TRANSPORTE_OK
2026-08-24 18:00:20+00:00,ESP32Noris001Vaccine,1,20,6.0,25.1,74.6,63,42,17.1,0,TRANSPORTE_OK
2026-08-24 18:00:21+00:00,ESP32Noris001Vaccine,1,21,6.0,24.4,71.8,71,41,17.8,0,TRANSPORTE_OK
2026-08-24 18:00:22+00:00,ESP32Noris001Vaccine,1,22,6.25,25.0,74.3,75,44,16.8,0,TRANSPORTE_OK
2026-08-24 18:00:23+00:00,ESP32Noris001Vaccine,1,23,6.0,24.9,67.3,65,37,16.2,0,TRANSPORTE_OK
2026-08-24 18:00:24+00:00,ESP32Noris001Vaccine,1,24,5.75,24.8,74.1,77,43,17.5,0,TRANSPORTE_OK
2026-08-24 18:00:25+00:00,ESP32Noris001Vaccine,1,25,5.75,24.3,76.1,82,45,15.1,0,TRANSPORTE_OK
2026-08-24 18:00:26+00:00,ESP32Noris001Vaccine,1,26,5.5,23.9,77.6,75,40,15.2,0,TRANSPORTE_OK
2026-08-24 18:00:27+00:00,ESP32Noris001Vaccine,1,27,5.5,23.8,74.0,97,43,14.1,0,TRANSPORTE_OK
2026-08-24 18:00:28+00:00,ESP32Noris001Vaccine,1,28,5.0,23.2,77.8,73,40,13.5,0,TRANSPORTE_OK
2026-08-24 18:00:29+00:00,ESP32Noris001Vaccine,1,29,5.25,22.9,77.8,76,45,13.1,0,TRANSPORTE_OK
2026-08-24 18:00:30+00:00,ESP32Noris001Vaccine,1,30,5.0,23.1,75.6,90,42,12.4,0,TRANSPORTE_OK
2026-08-24 18:00:31+00:00,ESP32Noris001Vaccine,1,31,4.75,22.2,75.0,80,43,12.2,0,TRANSPORTE_OK
2026-08-24 18:00:32+00:00,ESP32Noris001Vaccine,1,32,4.75,22.6,72.3,87,41,10.7,0,TRANSPORTE_OK
2026-08-24 18:00:33+00:00,ESP32Noris001Vaccine,1,33,4.75,22.4,73.1,75,41,11.9,0,TRANSPORTE_OK
2026-08-24 18:00:34+00:00,ESP32Noris001Vaccine,1,34,4.75,21.9,77.5,78,43,11.1,0,TRANSPORTE_OK
2026-08-24 18:00:35+00:00,ESP32Noris001Vaccine,1,35,4.75,22.2,75.9,82,41,10.5,0,TRANSPORTE_OK
2026-08-24 18:00:36+00:00,ESP32Noris001Vaccine,1,36,5.0,22.0,80.8,89,41,11.7,0,TRANSPORTE_OK
2026-08-24 18:00:37+00:00,ESP32Noris001Vaccine,1,37,4.75,22.0,78.7,71,46,10.9,0,TRANSPORTE_OK
2026-08-24 18:00:38+00:00,ESP32Noris001Vaccine,1,38,5.0,22.1,77.4,73,40,12.5,0,TRANSPORTE_OK
2026-08-24 18:00:39+00:00,ESP32Noris001Vaccine,1,39,5.0,22.2,76.8,88,41,10.9,0,TRANSPORTE_OK
2026-08-24 18:00:40+00:00,ESP32Noris001Vaccine,1,40,5.0,21.1,78.0,81,43,11.3,0,TRANSPORTE_OK
2026-08-24 18:00:41+00:00,ESP32Noris001Vaccine,1,41,5.0,21.7,75.9,77,43,11.0,0,TRANSPORTE_OK
2026-08-24 18:00:42+00:00,ESP32Noris001Vaccine,1,42,5.25,21.0,77.7,78,42,11.5,0,TRANSPORTE_OK
2026-08-24 18:00:43+00:00,ESP32Noris001Vaccine,1,43,5.0,21.1,79.0,77,40,12.0,0,TRANSPORTE_OK
2026-08-24 18:05:43+00:00,ESP32Noris001Vaccine,2,0,4.75,38.3,58.5,78,18,16.1,0,AMBIENTE_HOSTIL
2026-08-24 18:05:44+00:00,ESP32Noris001Vaccine,2,1,4.5,37.4,56.9,68,15,16.8,0,AMBIENTE_HOSTIL
2026-08-24 18:05:45+00:00,ESP32Noris001Vaccine,2,2,4.25,37.5,57.4,66,16,17.7,0,AMBIENTE_HOSTIL
2026-08-24 18:05:46+00:00,ESP32Noris001Vaccine,2,3,4.25,36.7,55.6,59,17,17.9,0,AMBIENTE_HOSTIL
2026-08-24 18:05:47+00:00,ESP32Noris001Vaccine,2,4,4.0,37.1,54.7,60,18,19.5,0,AMBIENTE_HOSTIL
2026-08-24 18:05:48+00:00,ESP32Noris001Vaccine,2,5,3.75,36.2,61.4,50,18,18.5,0,AMBIENTE_HOSTIL
2026-08-24 18:05:49+00:00,ESP32Noris001Vaccine,2,6,3.75,36.7,57.1,41,18,18.2,0,AMBIENTE_HOSTIL
2026-08-24 18:05:50+00:00,ESP32Noris001Vaccine,2,7,3.5,36.2,55.3,42,17,19.3,0,AMBIENTE_HOSTIL
2026-08-24 18:05:51+00:00,ESP32Noris001Vaccine,2,8,3.5,36.5,56.0,45,15,18.8,0,AMBIENTE_HOSTIL
2026-08-24 18:05:52+00:00,ESP32Noris001Vaccine,2,9,3.5,36.3,57.6,38,15,17.8,0,AMBIENTE_HOSTIL
2026-08-24 18:05:53+00:00,ESP32Noris001Vaccine,2,10,4.0,36.1,56.3,33,16,18.5,0,AMBIENTE_HOSTIL
2026-08-24 18:05:54+00:00,ESP32Noris001Vaccine,2,11,4.25,35.7,62.3,60,18,17.3,0,AMBIENTE_HOSTIL
2026-08-24 18:05:55+00:00,ESP32Noris001Vaccine,2,12,4.75,35.7,60.1,52,13,17.2,0,AMBIENTE_HOSTIL
2026-08-24 18:05:56+00:00,ESP32Noris001Vaccine,2,13,5.0,34.8,57.1,58,19,17.7,0,AMBIENTE_HOSTIL
2026-08-24 18:05:57+00:00,ESP32Noris001Vaccine,2,14,5.25,34.9,56.6,59,21,17.0,0,AMBIENTE_HOSTIL
2026-08-24 18:05:58+00:00,ESP32Noris001Vaccine,2,15,5.5,34.9,55.4,87,18,14.8,0,AMBIENTE_HOSTIL
2026-08-24 18:05:59+00:00,ESP32Noris001Vaccine,2,16,6.0,34.7,60.0,68,15,15.8,0,AMBIENTE_HOSTIL
2026-08-24 18:06:00+00:00,ESP32Noris001Vaccine,2,17,6.5,34.5,60.3,84,17,15.5,0,AMBIENTE_HOSTIL
2026-08-24 18:06:01+00:00,ESP32Noris001Vaccine,2,18,6.5,34.8,60.8,86,16,15.4,0,AMBIENTE_HOSTIL
2026-08-24 18:06:02+00:00,ESP32Noris001Vaccine,2,19,6.0,34.7,57.7,68,17,14.5,0,AMBIENTE_HOSTIL
2026-08-24 18:06:03+00:00,ESP32Noris001Vaccine,2,20,5.75,34.2,59.4,79,17,15.6,0,AMBIENTE_HOSTIL
2026-08-24 18:06:04+00:00,ESP32Noris001Vaccine,2,21,5.75,34.6,57.7,72,16,16.9,0,AMBIENTE_HOSTIL
2026-08-24 18:06:05+00:00,ESP32Noris001Vaccine,2,22,5.5,35.0,56.6,65,16,15.4,0,AMBIENTE_HOSTIL
2026-08-24 18:06:06+00:00,ESP32Noris001Vaccine,2,23,5.25,35.0,53.7,61,21,15.5,0,AMBIENTE_HOSTIL
2026-08-24 18:06:07+00:00,ESP32Noris001Vaccine,2,24,5.25,35.0,59.6,45,20,16.6,0,AMBIENTE_HOSTIL
2026-08-24 18:06:08+00:00,ESP32Noris001Vaccine,2,25,5.25,35.2,55.1,53,16,15.8,0,AMBIENTE_HOSTIL
2026-08-24 18:06:09+00:00,ESP32Noris001Vaccine,2,26,5.0,35.6,54.8,52,15,16.4,0,AMBIENTE_HOSTIL
2026-08-24 18:06:10+00:00,ESP32Noris001Vaccine,2,27,5.25,35.6,60.3,54,18,16.4,0,AMBIENTE_HOSTIL
2026-08-24 18:06:11+00:00,ESP32Noris001Vaccine,2,28,5.25,35.5,59.1,52,15,17.0,0,AMBIENTE_HOSTIL
2026-08-24 18:06:12+00:00,ESP32Noris001Vaccine,2,29,5.75,35.9,57.2,61,18,17.2,0,AMBIENTE_HOSTIL
2026-08-24 18:06:13+00:00,ESP32Noris001Vaccine,2,30,5.75,35.9,59.2,45,16,17.5,0,AMBIENTE_HOSTIL
2026-08-24 18:06:14+00:00,ESP32Noris001Vaccine,2,31,5.75,35.9,60.8,58,16,17.5,0,AMBIENTE_HOSTIL
2026-08-24 18:06:15+00:00,ESP32Noris001Vaccine,2,32,6.25,36.2,57.0,64,17,16.4,0,AMBIENTE_HOSTIL
2026-08-24 18:06:16+00:00,ESP32Noris001Vaccine,2,33,6.5,36.5,56.7,51,17,17.5,0,AMBIENTE_HOSTIL
2026-08-24 18:06:17+00:00,ESP32Noris001Vaccine,2,34,6.5,36.1,60.7,55,18,18.2,0,AMBIENTE_HOSTIL
2026-08-24 18:09:32+00:00,ESP32Noris001Vaccine,3,0,7.0,24.4,71.3,83,30,17.0,0,TRANSPORTE_OK
2026-08-24 18:09:33+00:00,ESP32Noris001Vaccine,3,1,7.25,24.2,74.5,80,30,17.4,0,TRANSPORTE_OK
2026-08-24 18:09:34+00:00,ESP32Noris001Vaccine,3,2,7.25,24.2,69.5,70,33,16.6,0,TRANSPORTE_OK
2026-08-24 18:09:35+00:00,ESP32Noris001Vaccine,3,3,7.0,23.9,74.8,78,32,15.8,0,TRANSPORTE_OK
2026-08-24 18:09:36+00:00,ESP32Noris001Vaccine,3,4,7.0,24.2,77.6,70,32,14.6,0,TRANSPORTE_OK
2026-08-24 18:09:37+00:00,ESP32Noris001Vaccine,3,5,7.0,23.6,74.1,55,32,15.7,0,TRANSPORTE_OK
2026-08-24 18:09:38+00:00,ESP32Noris001Vaccine,3,6,7.0,23.4,75.0,75,32,14.4,0,TRANSPORTE_OK
2026-08-24 18:09:39+00:00,ESP32Noris001Vaccine,3,7,7.0,23.2,78.8,55,35,14.0,0,TRANSPORTE_OK
2026-08-24 18:09:40+00:00,ESP32Noris001Vaccine,3,8,7.0,23.7,74.6,50,32,12.4,0,TRANSPORTE_OK
2026-08-24 18:09:41+00:00,ESP32Noris001Vaccine,3,9,7.0,23.6,75.7,53,32,12.7,0,TRANSPORTE_OK
2026-08-24 18:09:42+00:00,ESP32Noris001Vaccine,3,10,6.75,23.4,73.4,50,33,12.9,0,TRANSPORTE_OK
2026-08-24 18:09:43+00:00,ESP32Noris001Vaccine,3,11,6.75,23.3,76.0,42,32,13.8,0,TRANSPORTE_OK
2026-08-24 18:09:44+00:00,ESP32Noris001Vaccine,3,12,6.75,23.3,70.3,51,32,13.5,0,TRANSPORTE_OK
2026-08-24 18:09:45+00:00,ESP32Noris001Vaccine,3,13,6.25,23.6,74.1,43,31,13.5,0,TRANSPORTE_OK
2026-08-24 18:09:46+00:00,ESP32Noris001Vaccine,3,14,6.5,23.5,70.9,39,31,14.1,0,TRANSPORTE_OK
2026-08-24 18:09:47+00:00,ESP32Noris001Vaccine,3,15,6.25,24.0,73.2,47,36,14.5,0,TRANSPORTE_OK
2026-08-24 18:09:48+00:00,ESP32Noris001Vaccine,3,16,6.0,24.0,77.4,52,35,14.6,0,TRANSPORTE_OK
2026-08-24 18:09:49+00:00,ESP32Noris001Vaccine,3,17,6.0,23.7,75.1,55,31,14.6,0,TRANSPORTE_OK
2026-08-24 18:09:50+00:00,ESP32Noris001Vaccine,3,18,6.0,24.0,75.0,55,32,15.8,0,TRANSPORTE_OK
2026-08-24 18:09:51+00:00,ESP32Noris001Vaccine,3,19,6.0,23.5,77.7,57,33,14.8,0,TRANSPORTE_OK
2026-08-24 18:09:52+00:00,ESP32Noris001Vaccine,3,20,6.0,23.8,74.8,55,31,14.6,0,TRANSPORTE_OK
2026-08-24 18:09:53+00:00,ESP32Noris001Vaccine,3,21,6.0,24.1,74.4,37,28,14.7,0,TRANSPORTE_OK
2026-08-24 18:09:54+00:00,ESP32Noris001Vaccine,3,22,6.0,23.6,75.1,50,33,14.8,0,TRANSPORTE_OK
2026-08-24 18:09:55+00:00,ESP32Noris001Vaccine,3,23,6.0,23.5,74.4,42,34,13.5,0,TRANSPORTE_OK
2026-08-24 18:09:56+00:00,ESP32Noris001Vaccine,3,24,6.25,23.9,76.1,48,28,13.6,0,TRANSPORTE_OK
2026-08-24 18:09:57+00:00,ESP32Noris001Vaccine,3,25,6.25,23.8,74.5,39,34,13.7,0,TRANSPORTE_OK
2026-08-24 18:09:58+00:00,ESP32Noris001Vaccine,3,26,6.0,23.7,70.8,33,32,13.9,0,TRANSPORTE_OK
2026-08-24 18:09:59+00:00,ESP32Noris001Vaccine,3,27,6.5,24.6,75.7,50,32,14.2,0,TRANSPORTE_OK
2026-08-24 18:10:00+00:00,ESP32Noris001Vaccine,3,28,6.25,23.9,75.3,48,33,13.3,0,TRANSPORTE_OK
2026-08-24 18:10:01+00:00,ESP32Noris001Vaccine,3,29,6.5,25.0,75.2,46,29,13.9,0,TRANSPORTE_OK
2026-08-24 18:10:02+00:00,ESP32Noris001Vaccine,3,30,6.75,25.3,75.4,66,32,13.1,0,TRANSPORTE_OK
2026-08-24 18:10:03+00:00,ESP32Noris001Vaccine,3,31,6.5,25.4,71.9,60,30,12.7,0,TRANSPORTE_OK
2026-08-24 18:10:04+00:00,ESP32Noris001Vaccine,3,32,6.75,25.8,73.2,67,30,14.6,0,TRANSPORTE_OK
2026-08-24 18:10:05+00:00,ESP32Noris001Vaccine,3,33,6.75,26.2,72.7,76,32,14.3,0,TRANSPORTE_OK
2026-08-24 18:10:06+00:00,ESP32Noris001Vaccine,3,34,7.25,26.2,74.4,82,29,13.8,0,TRANSPORTE_OK
2026-08-24 18:12:27+00:00,ESP32Noris001Vaccine,4,0,7.5,27.3,65.7,82,26,16.9,0,TRANSPORTE_OK
2026-08-24 18:12:28+00:00,ESP32Noris001Vaccine,4,1,7.5,27.8,64.6,94,22,18.5,0,TRANSPORTE_OK
2026-08-24 18:12:29+00:00,ESP32Noris001Vaccine,4,2,7.5,27.4,70.7,96,26,17.5,0,TRANSPORTE_OK
2026-08-24 18:12:30+00:00,ESP32Noris001Vaccine,4,3,7.5,27.5,73.8,86,25,17.6,0,TRANSPORTE_OK
2026-08-24 18:12:31+00:00,ESP32Noris001Vaccine,4,4,7.5,27.3,65.1,67,28,18.1,0,TRANSPORTE_OK
2026-08-24 18:12:32+00:00,ESP32Noris001Vaccine,4,5,7.5,27.7,72.1,71,24,18.8,0,TRANSPORTE_OK
2026-08-24 18:12:33+00:00,ESP32Noris001Vaccine,4,6,7.25,27.7,67.6,66,27,18.8,0,TRANSPORTE_OK
2026-08-24 18:12:34+00:00,ESP32Noris001Vaccine,4,7,7.25,27.3,72.9,82,25,18.4,0,TRANSPORTE_OK
2026-08-24 18:12:35+00:00,ESP32Noris001Vaccine,4,8,7.25,27.6,68.0,74,24,18.0,0,TRANSPORTE_OK
2026-08-24 18:12:36+00:00,ESP32Noris001Vaccine,4,9,7.25,27.6,65.9,71,21,18.8,0,TRANSPORTE_OK
2026-08-24 18:12:37+00:00,ESP32Noris001Vaccine,4,10,7.5,27.2,72.5,56,25,18.1,0,TRANSPORTE_OK
2026-08-24 18:12:38+00:00,ESP32Noris001Vaccine,4,11,7.5,27.2,72.0,59,27,19.0,0,TRANSPORTE_OK
2026-08-24 18:12:39+00:00,ESP32Noris001Vaccine,4,12,7.25,27.0,70.5,53,23,19.5,0,TRANSPORTE_OK
2026-08-24 18:12:40+00:00,ESP32Noris001Vaccine,4,13,7.25,26.1,70.6,56,21,18.9,0,TRANSPORTE_OK
2026-08-24 18:12:41+00:00,ESP32Noris001Vaccine,4,14,7.5,26.5,68.6,74,23,18.7,0,TRANSPORTE_OK
2026-08-24 18:12:42+00:00,ESP32Noris001Vaccine,4,15,7.25,25.1,69.3,65,23,18.9,0,TRANSPORTE_OK
2026-08-24 18:12:43+00:00,ESP32Noris001Vaccine,4,16,7.25,25.3,69.9,68,25,17.9,0,TRANSPORTE_OK
2026-08-24 18:12:44+00:00,ESP32Noris001Vaccine,4,17,7.25,24.9,73.0,71,24,18.7,0,TRANSPORTE_OK
2026-08-24 18:12:45+00:00,ESP32Noris001Vaccine,4,18,7.0,24.7,69.3,69,22,18.5,0,TRANSPORTE_OK
2026-08-24 18:12:46+00:00,ESP32Noris001Vaccine,4,19,7.0,23.8,73.7,66,23,18.3,0,TRANSPORTE_OK
2026-08-24 18:12:47+00:00,ESP32Noris001Vaccine,4,20,7.0,23.4,74.0,77,23,17.1,0,TRANSPORTE_OK
2026-08-24 18:12:48+00:00,ESP32Noris001Vaccine,4,21,7.0,23.4,78.8,69,24,18.4,0,TRANSPORTE_OK
2026-08-24 18:12:49+00:00,ESP32Noris001Vaccine,4,22,7.25,23.0,74.1,71,24,18.8,0,TRANSPORTE_OK
2026-08-24 18:12:50+00:00,ESP32Noris001Vaccine,4,23,7.25,23.4,79.2,69,24,19.5,0,TRANSPORTE_OK
2026-08-24 18:12:51+00:00,ESP32Noris001Vaccine,4,24,7.0,23.8,73.5,71,22,18.5,0,TRANSPORTE_OK
2026-08-24 18:12:52+00:00,ESP32Noris001Vaccine,4,25,7.25,23.7,80.4,62,21,17.0,0,TRANSPORTE_OK
2026-08-24 18:12:53+00:00,ESP32Noris001Vaccine,4,26,7.0,24.0,75.7,57,19,16.5,0,TRANSPORTE_OK
2026-08-24 18:12:54+00:00,ESP32Noris001Vaccine,4,27,7.0,24.4,73.0,47,23,16.3,0,TRANSPORTE_OK
2026-08-24 18:12:55+00:00,ESP32Noris001Vaccine,4,28,7.25,25.1,69.4,61,27,16.2,0,TRANSPORTE_OK
2026-08-24 18:12:56+00:00,ESP32Noris001Vaccine,4,29,7.25,25.0,69.8,39,24,14.8,0,TRANSPORTE_OK
2026-08-24 18:12:57+00:00,ESP32Noris001Vaccine,4,30,7.0,25.8,76.6,27,23,15.7,0,TRANSPORTE_OK
2026-08-24 18:12:58+00:00,ESP32Noris001Vaccine,4,31,7.0,25.5,72.1,39,20,14.9,0,TRANSPORTE_OK
2026-08-24 18:12:59+00:00,ESP32Noris001Vaccine,4,32,7.0,26.2,70.2,26,23,14.2,0,TRANSPORTE_OK
2026-08-24 18:13:00+00:00,ESP32Noris001Vaccine,4,33,7.25,26.2,69.8,31,27,14.0,0,TRANSPORTE_OK
2026-08-24 18:13:01+00:00,ESP32Noris001Vaccine,4,34,7.25,26.8,65.9,41,23,14.6,0,TRANSPORTE_OK
2026-08-24 18:13:02+00:00,ESP32Noris001Vaccine,4,35,7.25,26.0,65.2,51,25,14.4,0,TRANSPORTE_OK
2026-08-24 18:13:03+00:00,ESP32Noris001Vaccine,4,36,7.25,26.3,71.9,58,23,14.0,0,TRANSPORTE_OK
2026-08-24 18:13:04+00:00,ESP32Noris001Vaccine,4,37,7.0,27.0,69.1,55,23,14.6,0,TRANSPORTE_OK
2026-08-24 18:13:05+00:00,ESP32Noris001Vaccine,4,38,7.25,26.2,71.2,66,23,14.5,0,TRANSPORTE_OK
2026-08-24 18:13:06+00:00,ESP32Noris001Vaccine,4,39,7.25,26.3,72.8,66,22,15.7,0,TRANSPORTE_OK
2026-08-24 18:13:07+00:00,ESP32Noris001Vaccine,4,40,7.0,26.9,70.9,74,22,15.9,0,TRANSPORTE_OK
2026-08-24 18:13:08+00:00,ESP32Noris001Vaccine,4,41,7.0,26.6,74.8,78,21,13.5,0,TRANSPORTE_OK
2026-08-24 18:13:09+00:00,ESP32Noris001Vaccine,4,42,7.0,26.6,70.1,76,24,14.4,0,TRANSPORTE_OK
2026-08-24 18:13:10+00:00,ESP32Noris001Vaccine,4,43,7.0,26.6,74.6,91,24,15.9,0,TRANSPORTE_OK
2026-08-24 18:16:10+00:00,ESP32Noris001Vaccine,5,0,2.5,21.5,77.6,57,26,11.3,0,TRANSPORTE_OK
2026-08-24 18:16:11+00:00,ESP32Noris001Vaccine,5,1,2.75,21.6,75.1,62,30,11.8,0,TRANSPORTE_OK
2026-08-24 18:16:12+00:00,ESP32Noris001Vaccine,5,2,2.75,21.4,77.0,54,31,13.3,0,TRANSPORTE_OK
2026-08-24 18:16:13+00:00,ESP32Noris001Vaccine,5,3,3.0,21.1,82.5,43,28,14.1,0,TRANSPORTE_OK
2026-08-24 18:16:14+00:00,ESP32Noris001Vaccine,5,4,3.25,21.1,79.9,54,31,13.6,0,TRANSPORTE_OK
2026-08-24 18:16:15+00:00,ESP32Noris001Vaccine,5,5,3.5,21.6,79.9,45,27,14.3,0,TRANSPORTE_OK
2026-08-24 18:16:16+00:00,ESP32Noris001Vaccine,5,6,3.5,21.2,80.4,50,32,15.0,0,TRANSPORTE_OK
2026-08-24 18:16:17+00:00,ESP32Noris001Vaccine,5,7,3.5,21.4,74.6,51,30,16.6,0,TRANSPORTE_OK
2026-08-24 18:16:18+00:00,ESP32Noris001Vaccine,5,8,3.75,20.7,81.4,48,31,16.8,0,TRANSPORTE_OK
2026-08-24 18:16:19+00:00,ESP32Noris001Vaccine,5,9,3.75,21.0,80.9,44,30,16.8,0,TRANSPORTE_OK
2026-08-24 18:16:20+00:00,ESP32Noris001Vaccine,5,10,4.0,21.2,75.3,41,28,16.6,0,TRANSPORTE_OK
2026-08-24 18:16:21+00:00,ESP32Noris001Vaccine,5,11,3.5,20.8,75.8,53,28,16.5,0,TRANSPORTE_OK
2026-08-24 18:16:22+00:00,ESP32Noris001Vaccine,5,12,3.25,21.3,78.8,31,30,16.2,0,TRANSPORTE_OK
2026-08-24 18:16:23+00:00,ESP32Noris001Vaccine,5,13,3.5,21.4,82.3,41,29,16.6,0,TRANSPORTE_OK
2026-08-24 18:16:24+00:00,ESP32Noris001Vaccine,5,14,3.25,22.1,79.8,45,29,15.0,0,TRANSPORTE_OK
2026-08-24 18:16:25+00:00,ESP32Noris001Vaccine,5,15,3.25,21.8,76.9,35,30,14.8,0,TRANSPORTE_OK
2026-08-24 18:16:26+00:00,ESP32Noris001Vaccine,5,16,3.0,21.6,77.6,48,28,14.4,0,TRANSPORTE_OK
2026-08-24 18:16:27+00:00,ESP32Noris001Vaccine,5,17,3.0,21.9,75.4,43,29,13.9,0,TRANSPORTE_OK
2026-08-24 18:16:28+00:00,ESP32Noris001Vaccine,5,18,2.75,21.9,76.3,28,27,13.5,0,TRANSPORTE_OK
2026-08-24 18:16:29+00:00,ESP32Noris001Vaccine,5,19,2.75,21.9,80.2,31,31,13.6,0,TRANSPORTE_OK
2026-08-24 18:16:30+00:00,ESP32Noris001Vaccine,5,20,2.75,22.8,73.2,29,27,12.7,0,TRANSPORTE_OK
2026-08-24 18:16:31+00:00,ESP32Noris001Vaccine,5,21,2.75,23.3,74.4,31,29,13.6,0,TRANSPORTE_OK
2026-08-24 18:16:32+00:00,ESP32Noris001Vaccine,5,22,2.75,23.5,72.4,36,29,14.2,0,TRANSPORTE_OK
2026-08-24 18:16:33+00:00,ESP32Noris001Vaccine,5,23,2.5,24.3,74.2,56,29,13.1,0,TRANSPORTE_OK
2026-08-24 18:16:34+00:00,ESP32Noris001Vaccine,5,24,2.5,24.9,70.5,30,30,13.4,0,TRANSPORTE_OK
2026-08-24 18:16:35+00:00,ESP32Noris001Vaccine,5,25,2.5,25.7,72.9,35,27,13.3,0,TRANSPORTE_OK
2026-08-24 18:16:36+00:00,ESP32Noris001Vaccine,5,26,2.75,26.0,74.4,42,26,12.4,0,TRANSPORTE_OK
2026-08-24 18:16:37+00:00,ESP32Noris001Vaccine,5,27,2.5,26.6,69.6,34,29,13.0,0,TRANSPORTE_OK
2026-08-24 18:16:38+00:00,ESP32Noris001Vaccine,5,28,2.75,26.7,70.2,43,29,13.6,0,TRANSPORTE_OK
2026-08-24 18:16:39+00:00,ESP32Noris001Vaccine,5,29,2.5,26.4,67.4,35,28,11.8,0,TRANSPORTE_OK
2026-08-24 18:16:40+00:00,ESP32Noris001Vaccine,5,30,2.75,26.4,71.0,46,29,13.0,0,TRANSPORTE_OK
2026-08-24 18:16:41+00:00,ESP32Noris001Vaccine,5,31,3.0,25.8,68.1,46,30,12.9,0,TRANSPORTE_OK
2026-08-24 18:16:42+00:00,ESP32Noris001Vaccine,5,32,2.75,25.3,73.6,44,29,13.1,0,TRANSPORTE_OK
2026-08-24 18:16:43+00:00,ESP32Noris001Vaccine,5,33,3.0,24.8,70.4,45,29,12.9,0,TRANSPORTE_OK
2026-08-24 18:16:44+00:00,ESP32Noris001Vaccine,5,34,3.0,24.9,73.6,46,28,11.7,0,TRANSPORTE_OK
2026-08-24 18:16:45+00:00,ESP32Noris001Vaccine,5,35,3.25,24.8,66.5,37,31,10.8,0,TRANSPORTE_OK
2026-08-24 18:16:46+00:00,ESP32Noris001Vaccine,5,36,3.0,24.0,72.4,40,30,9.7,0,TRANSPORTE_OK
2026-08-24 18:16:47+00:00,ESP32Noris001Vaccine,5,37,3.25,23.8,77.7,40,30,9.9,0,TRANSPORTE_OK
2026-08-24 18:20:37+00:00,ESP32Noris001Vaccine,6,0,2.75,23.8,78.3,65,41,18.9,0,TRANSPORTE_OK
2026-08-24 18:20:38+00:00,ESP32Noris001Vaccine,6,1,2.75,23.9,74.2,65,38,19.5,0,TRANSPORTE_OK
2026-08-24 18:20:39+00:00,ESP32Noris001Vaccine,6,2,3.0,25.1,71.8,69,42,18.4,0,TRANSPORTE_OK
